"","Recall_comprehension","Recall_writing","Recall_check1","Recall_check2","study_order","ManiCheck_esteem_1","ManiCheck_esteem_2","ManiCheck_esteem_3","ManiCheck_mean","Exp1_check","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1_1","MASC_set1_2","MASC_set1_3","MASC_set1_4","MASC_set1_5","MASC_set1_6","MASC_set1_7","MASC_set1_8","MASC_set2_1","MASC_set2_2","MASC_set2_3","MASC_set2_4","MASC_set2_5","MASC_set2_6","MASC_set3_1","MASC_set3_2","MASC_set1_mean","MASC_set2_mean","MASC_set3_mean","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","Duration__in_seconds_","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"159",1,"I contemplated my own unethical behavior story","I feel very guilty about the event I remembered. I do not want to relive it because I was embarrassed.",1,"Exp1First",5,4,6,5,1,4,3,6,3,8,6,6,NA,NA,NA,NA,1,2,8,7,5,5,2,2,6,3,5,4,6,2,5,2,4,2,5,6,4.25,3.5,5.5,3,10,28,1,"USA","USA",5,7,6,"33NF62TLXJ3G0I787Q2CC7D3XJUJKI","3J5XXLQDHMCH9V22D6IU9PBCFX8V3F","","",297,"Dissonance_no_write",2,8,7
"160",1,"I contemplated my own unethical behavior story.","I feel regretful. I recognize now in retrospect that my actions, however justified, were morally wrong.",1,"Exp2First",6,5,7,6,1,1,1,1,3,9,1,1,1,6,1,1,NA,NA,NA,NA,4,1,3,2,2,3,3,3,6,6,6,5,6,4,3,4,3.5625,4.5,3.5,2,9,32,1,"USA","USA",1,7,7,"3U088ZLJVKU0TC03AWB9IDS2LHX0WO","3NKW03WTLM8MVL891RZM8ZN1WYOWQT","","",367,"Dissonance_no_write",6,1,1
"161",1,"I contemplated my own unethical behavior story","Shameful",1,"Exp2First",6,5,6,5.66666666666667,1,2,2,2,3,8,2,2,NA,NA,NA,NA,1,8,2,2,5,2,1,6,2,1,5,3,5,3,3,6,5,5,4,4,3.8125,4,4,3,9,44,2,"Asia","USA",4,6,4,"3E337GFOL997HM2AWX9P7M2RZMIGNG","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","",374,"Dissonance_no_write",8,2,2
"162",1,"I contemplated my own unethical behavior story","I felt ashamed of myself as well as disgusted. This is because I did not hold the ethical standards in my workplace.",1,"Exp1First",2,2,3,2.33333333333333,1,3,2,5,3,4,1,2,1,6,1,1,NA,NA,NA,NA,2,3,2,2,4,2,1,2,4,2,6,4,5,3,6,4,3.375,3.75,5,3,7,34,1,"United States","United States",4,7,7,"3DBQWDE4Y6Z91PDQF1QY3PB29D45NN","3HFWPF5AK9K1H3LYJBDPY2R5GTES37","","",362,"Dissonance_no_write",6,1,1
"163",1,"I contemplated my own unethical behavior story","Blame",1,"Exp1First",5,6,7,6,1,5,7,5,3,6,7,6,1,3,7,5,NA,NA,NA,NA,2,1,1,1,5,2,4,1,1,3,6,2,6,6,7,7,3.3125,3.75,7,3,7,25,1,"US","US",4,7,4,"3R08VXYT7CWEBN0NVVWIXS2PTV3W7K","391JB9X4ZY94F6G0KK923F91ZQIKMY","","",539,"Dissonance_no_write",3,7,5
"164",1,"I contemplated my own unethical behavior story","I feel regretful and wish I could take it back.",1,"Exp1First",4,4,4,4,1,1,1,1,3,7,1,1,NA,NA,NA,NA,1,7,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,2,2,3.25,4.25,2,0,0,36,1,"United States","United States",1,7,4,"3O7L7BFSHEQHJ7VSTM692BLY079IEL","3GONHBMNHVZZ41FMKLCCQUXE3ZVZMZ","","",644,"Dissonance_no_write",7,1,1
"165",1,"I contemplated my own unethical behavior story.","I feel very ashamed about it because I put myself above others. I prioritized my needs than my friends and the outcome benefited me.",1,"Exp1First",1,1,2,1.33333333333333,1,1,2,1,3,8,1,1,1,7,1,1,NA,NA,NA,NA,7,5,4,6,7,6,5,7,6,5,3,5,3,2,6,7,5.1875,3.75,6.5,6,2,39,2,"usa","usa",2,7,4,"3K4J6M3CXEU0X38LNT4KLGIR0FJGAW","3D3B8GE892SQJDUM83A5UAPGT1HP95","","",691,"Dissonance_no_write",7,1,1
"166",1,"I contemplated my own unethical behavior story","I feel shame and regret.",1,"Exp1First",7,7,7,7,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,1,1,5,1,1,4,7,4,2,1,2,4,4,5,6,2,1,1,3.8125,3.66666666666667,1,5,8,28,2,"Philippines","United States",5,7,7,"3YDTZAI2WXHORZ21W99Q1QSL6G4146","351S7I5UG9XFM4VIE0OQFFYOPRSNJ2","","",721,"Dissonance_no_write",3,1,1
"167",1,"I contemplated my own unethical behavior story","I felt bad that I had to lie to my neighbors but I didn't feel bad for what I actually did.",1,"Exp1First",7,7,7,7,1,6,6,6,3,3,7,7,NA,NA,NA,NA,1,2,8,9,5,3,5,5,6,4,4,5,5,5,5,3,5,4,5,7,4.5625,4,6,0,6,62,2,"USA","USA",3,7,6,"3WAKVUDHUWH1JJBI0VHHF4HS8FS7UW","3UAU495MIIT6I56ORESH1674WHVUOK","","",767,"Dissonance_no_write",2,8,9
"168",1,"I contemplated my own unethical behavior story","shame",1,"Exp1First",2,2,3,2.33333333333333,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,6,6,5,5,5,4,3,5,2,3,4,5,5,3,3,5,4.6875,3.58333333333333,4,6,12,63,2,"USA","USA",1,7,7,"33LKR6A5KEL88KHRBAAY9Y4DMFLT1U","3K3IX1W4S6S4OW4R09O5Q500ZJZPAK","","",724,"Dissonance_no_write",9,1,1
"169",1,"I contemplated my own unethical behavior story","Guilt and shame, because I acted in a way inconsistent with my values and morals.",1,"Exp2First",3,6,3,4,1,1,1,1,3,9,1,1,1,7,1,1,NA,NA,NA,NA,2,1,1,1,1,1,2,3,5,4,7,6,6,2,2,6,3,4.25,4,7,12,27,3,"USA","USA",4,7,6,"3MAOD8E57QBI38X0L79TV82M2CEXNP","3D3B8GE892SQJDUM83A5UAPGT1HP95","","",517,"Dissonance_no_write",7,1,1
"170",1,"I contemplated my own unethical behavior story","At the time, I felt powerful and in control.  Now, I feel mostly guilty and wish I had done differently.",1,"Exp1First",5,5,6,5.33333333333333,1,1,2,2,3,9,1,1,1,8,1,1,NA,NA,NA,NA,2,2,4,3,2,1,2,2,2,3,4,6,6,2,6,7,3.375,3.66666666666667,6.5,0,9,50,2,"United States","United States",4,7,6,"33JKGHPFYCV79WYW707KKRMOV8UMNU","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","",706,"Dissonance_no_write",8,1,1
"171",1,"I contemplated my own unethical behavior story","I feel somewhat ashamed of myself but also relieved that I was not found out, so I feel a little conflicted.",1,"Exp1First",4,5,6,5,1,7,5,6,3,7,4,3,NA,NA,NA,NA,1,1,9,8,7,3,5,5,6,6,5,5,5,2,6,4,5,5,6,7,4.875,4,6.5,0,3,37,2,"United States","United States",3,7,6,"3OWEPKL089DOOTR93U5V19PY0JZN7K","3MWOYZD5WVPTNFMFUDGVNBFAOL2NOL","","",594,"Dissonance_no_write",1,9,8
"172",1,"I contemplated my own unethical behavior story","I feel regretful about what I have done.",1,"Exp2First",3,4,3,3.33333333333333,1,3,2,4,3,4,8,8,NA,NA,NA,NA,1,2,8,8,1,2,3,6,6,5,5,3,2,3,3,4,4,3,6,7,4.1875,3.33333333333333,6.5,1,3,32,1,"United States","United States",3,7,5,"3UWN2HHPUY6A7RB1RX36W0LUNXDNS8","33W1NHWFYHM3HW56TIDOC8S6X7RZT0","","",418,"Dissonance_no_write",2,8,8
"173",1,"I contemplated my own unethical behavior story","Guilty",1,"Exp2First",1,1,1,1,1,2,3,2,3,7,6,6,NA,NA,NA,NA,1,6,3,3,3,2,3,3,4,5,5,2,1,2,6,1,1,5,4,5,3.9375,3.08333333333333,4.5,2,0,24,1,"USA","USA",4,7,7,"3SPJ0334214BKNWPB533LFSEVY3JYD","301KG0KX9CMN6CBZ4HNLBEFB14Y2HM","","",423,"Dissonance_no_write",6,3,3
"174",1,"I contemplated my own unethical behavior story.","embarrassed",1,"Exp1First",6,6,6,6,1,1,1,1,3,9,1,1,1,8,2,3,NA,NA,NA,NA,4,3,3,3,4,3,3,4,2,4,6,4,4,3,6,7,3.9375,3.66666666666667,6.5,5,6,54,2,"USA","USA",5,7,5,"3GNA64GUZE5U4MQIVTIF7J67EORQ5V","3BVS8WK9Q0WHQKMFTSYHCJJUVNPIBW","","",614,"Dissonance_no_write",8,2,3
"175",1,"I contemplated my own unethical behavior story","I feel alot of guilt and shame.",1,"Exp2First",1,1,1,1,1,1,1,1,3,9,1,9,NA,NA,NA,NA,1,6,4,3,3,1,1,1,1,1,1,1,5,5,7,4,7,6,7,7,2.875,4.58333333333333,7,3,12,32,2,"United States","Tennessee",4,7,7,"3BC8WZX3V3XJLA3G5FKIFAL82SIRRB","38G0E1M85M618PFLSQEVWY1CSASUVM","","",789,"Dissonance_no_write",6,4,3
"176",1,"I contemplated my own unethical behavior story","I feel guilty and upset with myself for taking advantage of someone else.",1,"Exp2First",1,1,2,1.33333333333333,1,1,1,2,3,9,1,1,1,4,2,7,NA,NA,NA,NA,2,1,1,2,2,1,1,7,2,4,7,5,7,5,3,7,3.3125,4.25,5,7,11,38,2,"United States","United States",2,7,2,"3A0EX8ZRN8P524YDNDQMNR91NTUBYK","31KSVEGZ34TM7MN9E6OMDPX6SKQWRU","","",918,"Dissonance_no_write",4,2,7
"177",1,"I contemplated my own unethical behavior story.","I feel ashamed about the event. I wish I would have acted differently.",1,"Exp1First",6,6,7,6.33333333333333,1,2,2,3,3,7,1,1,NA,NA,NA,NA,1,1,7,1,3,1,1,1,1,1,3,1,5,6,3,4,7,4,5,2,3,4.16666666666667,3.5,1,10,57,2,"usa","usa",5,7,7,"3OWEPKL089DOOTR93U5V19PY0J0N7L","3FJ2RVH25Z7UR6TG65ZTYXHNIRQ29W","","",561,"Dissonance_no_write",1,7,1
"178",1,"I contemplated my own unethical behavior story.","Guilty",1,"Exp1First",3,2,1,2,1,3,2,1,3,7,5,3,1,4,6,3,NA,NA,NA,NA,4,5,6,6,5,6,4,5,4,5,2,5,4,5,4,5,4.8125,3.83333333333333,4.5,2,0,64,1,"USA","USA",5,7,7,"3II4UPYCOJ8P8Z5BAZ0Y5VUZR5PDQQ","3B623HUYJ4RNI0R4VS8LPJZGWF6S8Z","","",1236,"Dissonance_no_write",4,6,3
"179",1,"I contemplated my own unethical behavior story.","I am ashamed of my behavior. I regret acting the way I did.",1,"Exp1First",3,3,3,3,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,2,1,1,4,3,5,4,5,5,3,4,2,1,4,4,3,3,4,5,4.3125,3.16666666666667,4.5,2,11,58,2,"United States","United States",1,7,7,"3HFNH7HEMHFSKJF2CP16BGXW4X6QGE","3XQ4XW3OD9DCWLPFFBZKFSMDAFES2W","","",717,"Dissonance_no_write",2,1,1
"180",1,"I contemplated my own unethical behavior story","guilty; dumb - There was absolutely no reason for me to behave the way that I did.",1,"Exp2First",7,6,7,6.66666666666667,1,4,5,4,3,6,1,2,1,4,3,5,NA,NA,NA,NA,5,4,5,5,6,4,6,6,4,4,4,4,4,4,7,7,4.8125,3.75,7,4,12,64,2,"United States","United States",4,7,7,"388U7OUMF72VLGJHB213VEKLT2J0RM","37ZQELHEQ0Z5NC13HX1IV7Q5TLNNM6","","",875,"Dissonance_no_write",4,3,5
"181",1,"I contemplated my own unethical behavior story.","ashamed.  I like to think I'm a better person than that, but when i was tested i failed.",1,"Exp2First",1,1,4,2,1,1,1,1,3,8,1,1,1,2,3,7,NA,NA,NA,NA,5,2,6,6,2,7,5,5,5,2,3,2,5,2,7,7,4.625,3.33333333333333,7,12,2,41,1,"USA","USA",3,7,5,"3QL2OFSM96JU0AM5UBD6HVHC1URNCE","34D9ZRXCYRV11OKJSQSZLA5BM36SA3","","",771,"Dissonance_no_write",2,3,7
"182",1,"I contemplated my own unethical behavior story","Guilty",1,"Exp1First",2,4,2,2.66666666666667,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,9,9,4,4,1,4,7,4,7,4,4,4,1,7,1,1,7,7,4.4375,3.25,7,3,7,41,2,"USA","USA",2,7,4,"3AMW0RGHOD3DUZV9ZGZC1VGJ0D6PNU","3PA41K45VN5M5U6TT6CLGEYAYBTP7T","","",514,"Dissonance_no_write",1,9,9
"183",1,"I contemplated my own unethical behavior story","I feel ashamed about it.",1,"Exp2First",3,4,4,3.66666666666667,1,3,3,3,3,4,5,1,NA,NA,NA,NA,1,3,7,1,5,2,4,4,7,5,5,4,4,4,6,6,6,6,6,6,4.5,4.41666666666667,6,2,10,24,2,"USA","USA",4,7,6,"3FE2ERCCZX9VCKVL0VZPGKGOQNBPO9","368IUKXGA5931USOAW7TA0YE309P6U","","",602,"Dissonance_no_write",3,7,1
"184",1,"I contemplated my own unethical behavior story.","I felt ashamed,  guilty and regretful about what I did.",1,"Exp1First",5,2,5,4,1,1,5,2,3,9,1,1,NA,NA,NA,NA,1,7,7,5,7,4,5,5,7,7,6,6,5,6,4,3,7,2,7,5,5.1875,4,6,4,4,63,2,"USA","USA",1,7,7,"3Q8GYXHFEP3QALGZQBHKNEHQA9RC5D","3O2Y2UIUCQVY9WOJYX5P8PPS2P6KFR","","",829,"Dissonance_no_write",7,7,5
"185",1,"I contemplated my own unethical behavior story","Guilt. I should have given a person more of a chance than I did.",1,"Exp2First",6,5,6,5.66666666666667,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,6,1,1,1,1,1,1,1,1,1,1,5,4,6,4,6,4,2,6,2.75,4.16666666666667,4,1,17,46,2,"United States","United States",2,7,3,"3K772S5NP8CHNCK8N4OO2ZKJ0UVEHP","3Y7LTZE0YTNIH9KVTN3YH4E8GLYUZM","","",907,"Dissonance_no_write",6,1,1
"186",1,"I contemplated my own unethical behavior story","Guilt.  I feel like I was a despicable person and every time I think about it I think less of myself as a person.",1,"Exp2First",4,5,5,4.66666666666667,1,3,2,2,3,6,5,3,1,2,8,8,NA,NA,NA,NA,3,3,3,3,4,3,6,5,4,3,5,5,5,5,5,6,4.125,4,5.5,2,3,38,1,"USA","USA",3,7,6,"3L6L49WXW0YNFH3KXWB24G52IW954S","3UAU495MIIT6I56ORESH1674WHVUOK","","",591,"Dissonance_no_write",2,8,8
"187",1,"I contemplated my own unethical behavior story","I feel shameful and guilty.",1,"Exp2First",6,6,7,6.33333333333333,1,1,5,3,3,3,7,5,1,1,8,7,NA,NA,NA,NA,4,5,4,4,6,4,5,3,2,1,5,6,6,2,6,3,4.4375,3.58333333333333,4.5,0,6,45,1,"USA","USA",5,7,7,"326O153BMIZ0BWF6185YBE5L823DEG","3J6BHNX0U9TAXO10WLO2GUY14GSNK1","","",523,"Dissonance_no_write",1,8,7
"188",1,"I contemplated my own unethical behavior story.","Guilty",1,"Exp1First",3,4,3,3.33333333333333,1,1,1,1,3,9,1,1,1,7,2,2,NA,NA,NA,NA,5,2,4,4,2,2,2,4,5,6,4,4,6,4,4,4,3.8125,4.16666666666667,4,6,12,54,2,"USA","USA",3,7,6,"39LNWE0K4UXY83SEJMLE6T71MV4IU3","3KA7IJSNW669769J6NO1LGK6H1KPBF","","",1122,"Dissonance_no_write",7,2,2
"189",1,"I contemplated my own unethical behavior story","I feel disappointed in myself.  I have let myself down.  I have brought shame to the professional organization to which I belong.  In many ways I have failed.",1,"Exp2First",2,2,2,2,1,3,3,3,3,2,3,4,NA,NA,NA,NA,1,6,2,2,2,2,3,2,3,2,2,2,5,5,5,3,5,5,7,6,3.375,4.08333333333333,6.5,5,10,52,1,"United States","United States",2,7,4,"3GNCZX450IO6AG1KQCU7FPWJ166APU","3XBYQ44Z6P5ZN101IVTHD4YOG5NWT7","","",1743,"Dissonance_no_write",6,2,2
"190",1,"I contemplated my own unethical behavior story","I feel ashamed and disappointed with myself. I feel optimistic that I learned from the situation.",1,"Exp1First",1,1,1,1,1,1,1,3,3,7,2,2,NA,NA,NA,NA,1,7,1,1,2,1,3,4,4,2,2,2,1,4,7,7,4,4,7,7,3.5,4,7,8,8,34,1,"United States","United States",3,7,5,"3W2LOLRXLBGXY6QLFVBLEYZU70ORKI","3SMIWMMK616ENEFQI0JRI0KQZJUWUY","","",813,"Dissonance_no_write",7,1,1
"191",1,"I contemplated my own unethical behavior story","Awful,regret",1,"Exp2First",1,1,1,1,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,7,4,7,7,7,4,4,7,1,1,6,1,1,1,7,4,5.1875,2.66666666666667,5.5,6,13,43,2,"USA","USA",3,7,7,"3TR2532VIPV913MJ5M8B2O8LWOA6J0","33IXYHIZB5JBM2KXEGFFQBIY9O62E6","","",1901,"Dissonance_no_write",9,1,1
"192",1,"""I contemplated my own unethical behavior story""","i felt guilt because i did something i wasnt supposed to do",1,"Exp2First",5,5,5,5,1,3,5,3,3,9,1,1,NA,NA,NA,NA,1,5,6,5,7,6,6,6,6,6,7,7,4,1,3,5,4,2,5,5,5.4375,3.33333333333333,5,1,10,62,2,"united states","united stated",4,7,7,"3A0EX8ZRN8P524YDNDQMNR91NTVBYL","3Y7LTZE0YTNIH9KVTN3YH4E8GLYUZM","","",1727,"Dissonance_no_write",5,6,5
"193",1,"I contemplated my own unethical behavior story.","I feel bad about it. It saddens me that I did it and I regret it.",1,"Exp2First",4,5,4,4.33333333333333,1,3,3,5,3,7,1,1,NA,NA,NA,NA,1,6,3,2,4,3,2,3,3,2,1,2,5,4,7,6,6,2,7,5,3.5,4.25,6,0,4,52,2,"USA","USA",3,7,6,"32AT8R96GLAN2HVAOYFSAVDOVT5US6","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","",1039,"Dissonance_no_write",6,3,2
"194",1,"I contemplated my own unethical behavior story","Guilty is how I feel even though it happened years ago!",1,"Exp1First",1,1,1,1,1,1,3,1,3,6,1,1,NA,NA,NA,NA,1,1,5,7,7,1,1,6,1,1,4,7,7,7,7,6,4,1,6,4,4,4.41666666666667,5,4,10,37,1,"Usa","Usa",4,7,7,"3RWE2M8QWHBA6IRPIVKMMUFBS5V0NZ","3Y7LTZE0YTNIH9KVTN3YH4E8GLYZUR","","",1173,"Dissonance_no_write",1,5,7
"195",1,"I contemplated my own unethical behavior story.","Guilty given that I was not honest with my partner at that time.",1,"Exp1First",4,5,4,4.33333333333333,1,1,5,3,3,9,1,1,NA,NA,NA,NA,1,5,4,5,5,5,2,4,4,2,4,4,5,3,6,4,4,3,5,4,4.125,3.83333333333333,4.5,0,9,53,1,"United States","United States",3,7,4,"33LKR6A5KEL88KHRBAAY9Y4DMFUT13","386T3MLZLNWNHR7SMQP1FDTX1NT80Y","","",497,"Dissonance_no_write",5,4,5
"196",1,"I contemplated my own unethical behavior story","Guilty",1,"Exp2First",3,5,4,4,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,7,8,1,1,1,1,1,1,5,1,3,6,6,6,6,4,1,5,3,4.33333333333333,3,3,12,28,1,"United States of America","United States of America",3,7,7,"3Y54SXRO1LMOHH8PDYKIK09AXCSTU3","3YCT0L9OMMA8L7E81UX47GPBLAASNS","","",639,"Dissonance_no_write",1,7,8
"197",1,"I contemplated my own unethical behavior story","Selfish, weak",1,"Exp2First",1,1,1,1,1,1,1,1,3,9,1,1,1,5,6,8,NA,NA,NA,NA,6,1,5,1,7,3,6,1,7,7,7,7,7,7,3,7,4.125,5.25,5,13,5,45,1,"USA","USA",2,7,1,"3X4JMASXCMA8592SF5FDVZFHBGPB0T","3087LXLJ6MHWW6HFU4V7P5AJOR60F7","","",1026,"Dissonance_no_write",5,6,8
"198",1,"I contemplated my own unethical behavior story","I feel very embarrassed thinking about it.",1,"Exp2First",3,6,6,5,1,5,2,2,3,8,1,2,NA,NA,NA,NA,1,2,7,5,5,2,3,7,4,2,5,7,3,1,5,4,6,2,7,7,4.4375,3.5,7,1,9,30,2,"United States","United States",4,7,4,"3SB4CE2TJVWBJP3BC34O92IM35OXAE","3L55D8AUFAYMQPTQBAGF9RJ03RSYCU","","",673,"Dissonance_no_write",2,7,5
"199",1,"I contemplated my own unethical behavior story.","I felt very guilty.",1,"Exp1First",6,6,6,6,1,5,3,3,3,9,1,1,NA,NA,NA,NA,1,1,5,5,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2.75,3.75,4,0,16,29,2,"USA","USA",4,7,3,"3P529IW9KYMBFM3U90NSC9YQTCSFLO","3G3AJKPCXLTJVLGBIVAXQT7CBEBY4H","","",772,"Dissonance_no_write",1,5,5
"200",1,"I contemplated my own unethical behavior story","I feel guilty for the event and wish I could go back and change how I acted.",1,"Exp1First",6,6,5,5.66666666666667,1,3,3,2,3,3,5,3,NA,NA,NA,NA,1,6,7,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,4,4.8125,4.41666666666667,4.5,2,3,28,1,"United States","United States",4,7,5,"3BDCF01OGXVHFDKPEQFG1U56ZNILYR","3TLFH2L6Y9PDBL2U4B4APXIZCYY2T1","","",633,"Dissonance_no_write",6,7,6
"201",1,"I contemplated my own unethical behavior story","I feel bad about what I did. I feel like I didn't deserve what I received since I wasn't totally truthful in the moment. I regret doing what I did.",1,"Exp2First",4,4,5,4.33333333333333,1,1,1,1,3,7,3,3,NA,NA,NA,NA,1,5,6,5,1,2,1,5,3,4,1,2,2,1,6,3,4,3,5,7,3.4375,3.33333333333333,6,1,8,59,1,"USA","USA",3,7,7,"3AQF3RZ558JTW10NMWHQNQGT3H3F6G","3HUR21WDDUQATN4L26C2N44A49GXYV","","",1158,"Dissonance_no_write",5,6,5
"202",1,"I contemplated my own unethical behavior story.","I felt very guilty about taking advantage of another person in a competitive setting.  They did not have the same advantage I had, and I felt somewhat ashamed.",1,"Exp2First",3,4,3,3.33333333333333,1,2,2,2,3,9,2,1,1,7,3,3,NA,NA,NA,NA,2,2,1,1,1,1,2,3,6,3,4,6,7,5,2,4,3.0625,4.33333333333333,3,2,0,69,1,"United States","United States",4,7,4,"3MYYFCXHJ38LVES4ESUT8DWR85XG4V","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","",1002,"Dissonance_no_write",7,3,3
"203",1,"I contemplated my own unethical behavior story","I feel regretful and ashamed, because what I did harmed someone and was pointless.",1,"Exp1First",5,4,6,5,1,2,1,1,3,8,1,1,1,7,1,3,NA,NA,NA,NA,3,4,5,5,3,4,3,6,4,4,6,4,6,3,6,4,4.3125,4,5,3,8,52,1,"United States","United States",4,7,6,"3FDJT1UU7498TJSNIOYIBXUYFIAK58","3KG2UQJ0MJPW8RZV9Q8ZCGAA3MPNQY","","",698,"Dissonance_no_write",7,1,3
"204",1,"I contemplated my own unethical behavior story","I feel regret for how I acted and sympathy for those I hurt.",1,"Exp1First",6,7,7,6.66666666666667,1,1,1,1,3,8,1,1,1,2,3,5,NA,NA,NA,NA,4,3,1,4,4,1,2,5,4,4,4,3,4,4,5,7,3.75,3.66666666666667,6,1,7,30,2,"United States","United States",2,7,7,"308Q0PEVB8E0OB4BLBQNAXKN9A49ID","386T3MLZLNWNHR7SMQP1FDTX1NT80Y","","",813,"Dissonance_no_write",2,3,5
"205",1,"I contemplated my own unethical behavior story","It makes me feel guilty so badly even after the fact. It bothers my mind.",1,"Exp1First",3,3,2,2.66666666666667,1,7,6,6,3,3,4,4,1,3,3,3,NA,NA,NA,NA,5,5,4,5,4,5,4,5,4,5,6,4,4,4,3,4,4.5625,4,3.5,2,0,28,1,"United States","United States",3,7,7,"3UWN2HHPUY6A7RB1RX36W0LUNXOSNO","3UUIU9GZC565AILHMU68N4LBW8P5T5","","",253,"Dissonance_no_write",3,3,3
"206",1,"I contemplated my own unethical behavior story.","I took advantage of someone because I did not like her. I feel sorry for my actions and wish I could make amends but it is too late.",1,"Exp2First",1,1,1,1,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,6,1,7,5,2,7,7,7,4,3,7,2,7,1,7,7,4.875,3.75,7,9,9,52,2,"United States","United States",4,7,7,"34J10VATJFZ6GALX2D19WSACJA7QIF","38VTL6WC4AE1R4KBW0T7VLDQBA6Y5M","","",1186,"Dissonance_no_write",9,1,1
"207",1," I contemplated my own unethical behavior story","I felt guilty.",1,"Exp2First",4,2,3,3,1,6,5,5,3,6,5,4,NA,NA,NA,NA,1,4,6,5,5,5,6,3,4,5,6,6,6,7,4,3,5,5,5,6,4.75,4.25,5.5,3,3,70,2,"USA","USA",2,6,6,"3I02618YA07QPPFIWHBYFQ8D899UP1","3P520RYKCH7KAV06MZWIS07DFMW5UW","","",929,"Dissonance_no_write",4,6,5
"208",1,"I contemplated my own unethical behavior story.","I feel uncomfortable  I feel theat I did not act as a I should.",1,"Exp2First",3,4,4,3.66666666666667,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,7,7,5,4,4,5,5,4,7,6,7,7,5,7,6,6,4.8125,5,6,0,15,52,2,"United States","United States",4,7,4,"3YGXWBAF70I8E2CZC6YAIMBCAD64CA","3H4IKZHALBJB5UM3TYGI8MF5YB2NNB","","",694,"Dissonance_no_write",9,1,1
"209",1,"There was a time when I was younger where I really needed a dress for an event I was going to and I just didnt have the money to do it.  So, I went to a store with a friend and stole it.  I've never felt so bad in my entire left.  

I contemplated my own unethical behavior story","Embarassed.  I am ashamed that I resorted to that in college.",1,"Exp2First",6,6,6,6,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,6,6,5,5,4,7,6,6,6,7,2,2,7,5,6,3,6,6,5.125,3.83333333333333,6,5,5,42,2,"usa","usa",4,7,7,"3X73LLYYQ1FLHIXLG3R7SMESEM5NHW","3ZLW647WALW8C440PWYJ7KE1IZL32L","","",1514,"Dissonance_no_write",5,6,6
"210",1,"I contemplated my own unethical behavior story","I feel guilt about the event because I was being deceitful and dishonest.",1,"Exp2First",4,4,4,4,1,1,1,7,3,9,1,1,1,6,2,3,NA,NA,NA,NA,5,3,2,2,4,2,2,6,4,1,7,5,7,1,7,6,3.875,3.83333333333333,6.5,4,7,43,2,"United States","United States",4,7,7,"3HOSI13XHZPVJQ165DUE5WN08QBDDW","3ZLW647WALW8C440PWYJ7KE1IZL32L","","",980,"Dissonance_no_write",6,2,3
"211",1,"There have been times when I’m out with friends and I say things at the time I think is funny but later I thought it wasn’t all that funny. I contemplated my own unethical behavior story","I felt reheat after I reflected on what I said.",1,"Exp1First",5,7,7,6.33333333333333,1,4,5,5,3,6,6,6,1,5,6,6,NA,NA,NA,NA,5,2,5,3,6,3,4,5,2,1,2,5,7,6,7,7,4.3125,3.66666666666667,7,1,3,38,1,"USA","USA",4,7,5,"38F5OAUN5NDWEX5Y0WAIWPS2E73H7I","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","",304,"Dissonance_no_write",5,6,6
"212",1,"I contemplated my own unethical behavior story.","I feel a lot of shame and guilt about it, and it really makes me feel like I'm less of a person. It really lowered my self-worth.",1,"Exp1First",2,6,2,3.33333333333333,1,1,1,1,3,8,2,2,1,2,7,6,NA,NA,NA,NA,6,1,1,6,5,3,3,7,2,2,5,6,3,2,6,7,4.25,3.41666666666667,6.5,17,6,30,2,"United States","United States",4,7,7,"373ERPL3YO9W1PG894PDFPMQQDQRTZ","3FK4G712NX151K6D9QEQ6AZH89ISS4","","",1398,"Dissonance_no_write",2,7,6
